"","id","place","weight_lbs","grower_name","city","state_prov","country","gpc_site","seed_mother","pollinator_father","ott","est_weight","pct_chart","variety","weight_Kg","weight_class"
"1750","2885-P",39,702.100712764263,"DUSOO","Paris","California","UK","National Pumpkin Festival","1893 X","1668 I",-3,-1,4,"Porcelain Doll",318.413021661797,"medium"
"1751","2957-P",67,701.425356449932,"TQSRQ","Los Angeles","California","UK","Local Pumpkin Festival","1283 J","1480 W",4,4,1,"Lady Godiva",318.106737619017,"medium"
"1752","2541-P",83,675.162992999889,"AXXQB","Nottingham","Texas","France","Local Pumpkin Festival","1515 U","1853 F",322,755,-12,"White Pumpkin",306.196368707433,"medium"
"1753","2427-P",3,656.949510557577,"AIUER","Houston","Florida","USA","National Pumpkin Festival","1250 K","1234 R",304,671,3,"Lady Godiva",297.936285967155,"medium"
"1754","2662-P",33,650.811177539639,"AJWAM","Paris","California","USA","National Pumpkin Festival","1417 X","1799 L",320,735,-13,"White Pumpkin",295.152461469224,"medium"
"1755","2785-P",99,652.845002041198,"ETCPA","Houston","New York","USA","Local Pumpkin Festival","1574 F","1149 G",298,607,9,"White Pumpkin",296.074830857686,"medium"
"1756","2624-P",16,647.19587242417,"TSAGO","Los Angeles","Texas","UK","National Pumpkin Festival","1874 K","1805 R",301,642,-5,"White Pumpkin",293.512867312549,"medium"
"1757","2248-P",31,633.585489049554,"HISNR","Houston","Florida","France","Regional Pumpkin Festival","1079 E","1553 E",305,634,-4,"Porcelain Doll",287.340357845603,"medium"
"1758","2608-P",48,599.702223604545,"KPYZW","Chicago","Texas","UK","National Pumpkin Festival","1037 I","1473 R",299,627,-4,"Hooligan",271.973797553082,"medium"
"1759","2905-P",26,603.233252212405,"ACAYM","Houston","Florida","USA","Local Pumpkin Festival","1962 T","1913 N",292,543,7,"Hooligan",273.575171071386,"medium"
"1760","2490-P",73,605.618612354621,"VHRLN","Houston","Texas","UK","Local Pumpkin Festival","1994 C","1882 P",295,561,3,"Porcelain Doll",274.65696705425,"medium"
"1761","2911-P",97,596.730373382568,"ZIDIT","Los Angeles","California","UK","National Pumpkin Festival","1968 H","1538 C",298,602,-4,"Hooligan",270.626019674634,"medium"
"1762","2073-P",40,573.476085208356,"CHDVR","Nottingham","Florida","France","National Pumpkin Festival","1043 H","1857 M",296,583,-2,"Porcelain Doll",260.07985723735,"medium"
"1763","2492-P",26,568.290503695235,"HOMDV","Nottingham","Florida","UK","Local Pumpkin Festival","1752 J","1999 P",288,586,3,"Porcelain Doll",257.728119589676,"medium"
"1764","2169-P",95,571.935128537007,"LKSDB","Los Angeles","New York","France","Regional Pumpkin Festival","1671 Y","1390 S",1,-2,2,"Hooligan",259.381010674379,"medium"
"1765","2636-P",22,570.196334356442,"YTTOD","Los Angeles","Florida","France","Regional Pumpkin Festival","1370 U","1202 X",298,582,-6,"White Pumpkin",258.592441885008,"medium"
"1766","2414-P",81,551.019628005102,"YLEJY","Nottingham","New York","UK","Local Pumpkin Festival","1493 N","1883 Q",290,570,0,"Lady Godiva",249.895522904808,"medium"
"1767","2715-P",82,564.488293253258,"KBOTM","Chicago","New York","France","National Pumpkin Festival","1188 R","1629 E",283,535,-1,"Hooligan",256.003761112589,"medium"
"1768","2966-P",86,539.437968117185,"ZGKHB","Los Angeles","Texas","UK","Local Pumpkin Festival","1592 T","1547 K",286,527,-2,"Porcelain Doll",244.6430694409,"medium"
"1769","2106-P",64,551.322935791686,"BXICE","Nottingham","Florida","France","National Pumpkin Festival","1511 X","1991 D",288,557,4,"Lady Godiva",250.033077456547,"medium"
"1770","2729-P",76,539.729312963411,"IHARZ","Houston","Texas","UK","National Pumpkin Festival","1344 C","1851 E",-5,-4,-3,"Lady Godiva",244.775198622862,"medium"
"1771","2533-P",73,535.158120528422,"GKLFX","Houston","Florida","USA","Local Pumpkin Festival","1685 I","1624 R",302,636,-16,"Porcelain Doll",242.702095477743,"medium"
"1772","2852-P",28,510.21346127335,"VVTFU","Nottingham","Texas","USA","Regional Pumpkin Festival","1395 Y","1460 K",283,513,-1,"Lady Godiva",231.389324840521,"medium"
"1773","2822-P",75,503.672986534797,"NXSTB","Houston","New York","France","Regional Pumpkin Festival","1135 Y","1958 D",288,541,-1,"Hooligan",228.423123145032,"medium"
"1774","2612-P",72,514.488923065364,"ERNEY","Paris","Texas","UK","Local Pumpkin Festival","1599 V","1999 W",294,584,-12,"Hooligan",233.328309780211,"medium"
"1775","2341-P",88,501.953044145368,"QPAVG","Los Angeles","New York","USA","Local Pumpkin Festival","1911 R","2000 R",272,444,10,"Lady Godiva",227.643103920802,"medium"
"1776","2315-P",1,495.757138866931,"WMYCJ","Chicago","California","USA","National Pumpkin Festival","1352 Z","1307 L",285,525,-3,"White Pumpkin",224.833169554164,"medium"
"1777","2420-P",80,492.586788797751,"XVDAZ","Nottingham","Florida","France","Regional Pumpkin Festival","1323 O","1263 H",-3,-1,3,"Porcelain Doll",223.395369069275,"medium"
"1778","2268-P",18,484.212349947169,"QBYWF","Nottingham","California","USA","National Pumpkin Festival","1331 K","1813 T",282,514,-11,"White Pumpkin",219.597437617764,"medium"
"1779","2095-P",69,487.262559645809,"MKKWS","Los Angeles","California","France","Regional Pumpkin Festival","1842 H","1346 N",285,525,-12,"Hooligan",220.980752673836,"medium"
"1780","2287-P",65,486.46719607152,"LCTGU","New York","New York","USA","Regional Pumpkin Festival","1195 N","1363 H",276,488,-2,"White Pumpkin",220.620043569851,"medium"
"1781","2489-P",3,468.410184988752,"SSBMJ","New York","Texas","France","National Pumpkin Festival","1529 Y","1198 B",264,441,2,"Porcelain Doll",212.430922897393,"medium"
"1782","2280-P",31,469.194131291658,"XCLYM","Los Angeles","Florida","UK","Regional Pumpkin Festival","1695 M","1358 Z",279,521,-11,"Lady Godiva",212.786454100525,"medium"
"1783","2818-P",85,467.568928753026,"BTZHR","Nottingham","Florida","France","Local Pumpkin Festival","1414 T","1447 V",-2,5,0,"Porcelain Doll",212.049400795023,"medium"
"1784","2470-P",35,464.02705805935,"GZKHK","Paris","New York","USA","National Pumpkin Festival","1854 H","1634 Y",267,433,7,"White Pumpkin",210.443110230998,"medium"
"1785","2189-P",20,451.675156118162,"DBJND","New York","New York","USA","Local Pumpkin Festival","1187 A","1810 U",262,417,12,"Lady Godiva",204.841340643157,"medium"
"1786","2147-P",23,455.800489296205,"WHFDR","New York","Florida","France","National Pumpkin Festival","1687 K","1394 K",271,436,7,"Porcelain Doll",206.712240043631,"medium"
"1787","2697-P",86,437.998602560908,"ZNMZK","Paris","California","France","Regional Pumpkin Festival","1983 Y","1224 Q",-5,0,5,"Hooligan",198.638822023087,"medium"
"1788","2714-P",75,446.205282812938,"XMPHJ","Houston","Texas","USA","Local Pumpkin Festival","1600 U","1525 Z",256,384,15,"Lady Godiva",202.360672477523,"medium"
"1789","2410-P",24,430.15992672462,"DRRFI","Houston","California","France","Regional Pumpkin Festival","1306 L","1094 W",263,411,4,"White Pumpkin",195.083866995293,"medium"
"1790","2252-P",14,420.833434344642,"TLIBL","Paris","Florida","USA","National Pumpkin Festival","1007 O","1347 D",252,376,10,"Lady Godiva",190.854165235665,"medium"
"1791","2701-P",17,418.444111160189,"ELLTG","Chicago","New York","UK","National Pumpkin Festival","1600 I","1708 J",255,396,12,"Hooligan",189.770571954734,"medium"
"1792","2150-P",30,418.69810881,"LICQA","Houston","California","France","National Pumpkin Festival","1380 A","1727 V",270,433,-6,"White Pumpkin",189.885763632653,"medium"
"1793","2461-P",15,424.189636659808,"UJVEC","Nottingham","Texas","UK","Local Pumpkin Festival","1249 B","1521 J",269,452,-11,"Hooligan",192.376252453428,"medium"
"1794","2052-P",73,415.840272666886,"BLKUW","Nottingham","New York","UK","National Pumpkin Festival","1716 K","1672 S",258,416,1,"Porcelain Doll",188.58969281945,"medium"
"1795","2112-P",40,423.200939375907,"YCVNP","Paris","California","UK","Local Pumpkin Festival","1476 N","1430 A",262,399,5,"Porcelain Doll",191.927863662543,"medium"
"1796","2595-P",10,420.917852581479,"EWLRN","Paris","California","France","National Pumpkin Festival","1469 F","1244 W",3,-4,3,"Lady Godiva",190.89245015033,"medium"
"1797","2370-P",92,422.549169291742,"CHZWU","Paris","Texas","USA","Regional Pumpkin Festival","1647 A","1429 L",258,410,-1,"Hooligan",191.632276322786,"medium"
"1798","2027-P",54,420.686560548842,"ZZXHU","Los Angeles","Florida","UK","Local Pumpkin Festival","1030 P","1291 U",262,420,2,"Hooligan",190.787555804463,"medium"
"1799","2388-P",68,413.014643233269,"FCGED","Paris","New York","France","Regional Pumpkin Festival","1300 S","1297 U",247,348,13,"Porcelain Doll",187.308228223705,"medium"
"1800","2439-P",64,386.103227338567,"QCKUU","New York","New York","USA","Local Pumpkin Festival","1220 I","1926 J",-5,1,-5,"Porcelain Doll",175.103504461935,"medium"
"1801","2389-P",4,397.853111966513,"QKKNZ","New York","New York","UK","Local Pumpkin Festival","1488 U","1162 G",254,378,5,"Lady Godiva",180.432250324949,"medium"
"1802","2068-P",69,385.537952403538,"UKUBZ","Chicago","Florida","France","Regional Pumpkin Festival","1541 W","1607 T",250,365,5,"Porcelain Doll",174.847143947183,"medium"
"1803","2366-P",31,386.038222581707,"RTIKT","Houston","Texas","UK","Regional Pumpkin Festival","1519 D","1562 C",259,414,-13,"Lady Godiva",175.074023846579,"medium"
"1804","2929-P",74,378.244475807063,"TORAL","Paris","California","UK","Regional Pumpkin Festival","1952 H","1449 F",259,422,-13,"White Pumpkin",171.53944481046,"medium"
"1805","2048-P",40,384.163916289806,"NVHWP","Houston","Texas","UK","National Pumpkin Festival","1918 I","1942 I",3,2,-3,"Lady Godiva",174.223998317372,"medium"
"1806","2478-P",19,371.885590523481,"MGDCJ","Paris","Texas","France","Local Pumpkin Festival","1420 D","1344 Y",253,375,-2,"Hooligan",168.655596609289,"medium"
"1807","2246-P",26,362.645312514156,"RYWSQ","Nottingham","Texas","USA","National Pumpkin Festival","1612 R","1011 S",258,415,-14,"White Pumpkin",164.464994337486,"medium"
"1808","2754-P",37,359.817161183432,"TNPIL","Chicago","California","UK","Regional Pumpkin Festival","1441 P","1015 N",256,377,-8,"Porcelain Doll",163.182386024232,"medium"
"1809","2841-P",91,358.261258055829,"BZHFK","Nottingham","New York","UK","National Pumpkin Festival","1477 W","1447 O",269,456,-28,"Porcelain Doll",162.476761023051,"medium"
"1810","2179-P",100,341.5389273623,"THWWX","Chicago","Texas","France","Local Pumpkin Festival","1099 C","1920 M",242,325,11,"Lady Godiva",154.892937579275,"medium"
"1811","2874-P",28,328.847427582368,"NEROZ","Chicago","California","UK","Regional Pumpkin Festival","1968 G","1796 G",243,332,0,"White Pumpkin",149.137155366153,"medium"
"1812","2650-P",62,319.760112521425,"CSUMI","Chicago","California","USA","Regional Pumpkin Festival","1316 I","1495 W",241,322,4,"Porcelain Doll",145.015924045998,"medium"
"1813","2590-P",6,327.448960486427,"BBYBE","Los Angeles","New York","UK","Local Pumpkin Festival","1752 J","1622 W",248,338,-3,"Porcelain Doll",148.502929925817,"medium"
"1814","2578-P",93,327.22264175117,"BVIOX","Houston","Texas","UK","National Pumpkin Festival","1674 S","1084 E",225,275,24,"Hooligan",148.400291043615,"medium"
"1815","2465-P",42,319.167147421278,"DONEQ","Nottingham","California","France","Regional Pumpkin Festival","1859 S","1132 K",243,338,0,"Lady Godiva",144.747005633233,"medium"
"1816","2367-P",48,305.377051747404,"IVINU","Los Angeles","New York","France","Local Pumpkin Festival","1746 H","1206 G",317,771,-62,"Porcelain Doll",138.492993989752,"medium"
"1817","2885-P",72,316.322151183151,"VZGDN","Chicago","New York","USA","Regional Pumpkin Festival","1061 D","1127 X",245,321,1,"Porcelain Doll",143.456757906191,"medium"
"1818","2218-P",39,306.073578811809,"TQOHN","New York","Florida","USA","National Pumpkin Festival","1459 X","1305 U",238,298,2,"Lady Godiva",138.808879279732,"medium"
"1819","2020-P",48,304.810624351725,"UBFPI","Los Angeles","Texas","France","National Pumpkin Festival","1958 N","1315 V",222,268,12,"Porcelain Doll",138.236110817109,"medium"
"1820","2323-P",13,313.459390822798,"BWGJG","Paris","California","USA","Local Pumpkin Festival","1686 U","1152 X",-4,-5,5,"Lady Godiva",142.15845388789,"medium"
"1821","2221-P",37,307.620577785186,"CMTVK","New York","New York","USA","National Pumpkin Festival","1141 A","1891 D",231,287,6,"Hooligan",139.510466115731,"medium"
"1822","2371-P",36,297.705575538799,"IFRDL","Paris","Texas","UK","National Pumpkin Festival","1316 W","1842 N",225,267,14,"Lady Godiva",135.013866457505,"medium"
"1823","2001-P",58,294.628185833804,"AZIXK","Houston","Texas","UK","National Pumpkin Festival","1597 B","1448 B",234,309,-6,"Hooligan",133.618224867938,"medium"
"1824","2754-P",96,277.795322130434,"XYLPP","Paris","New York","UK","National Pumpkin Festival","1216 R","1417 E",231,302,-3,"Hooligan",125.984273075027,"medium"
"1825","2371-P",77,276.494621601887,"AUKKO","Chicago","Florida","UK","Regional Pumpkin Festival","1372 E","1779 V",3,5,3,"Porcelain Doll",125.394386214008,"medium"
"1826","2879-P",87,284.830838861875,"CVIEE","Chicago","California","USA","Local Pumpkin Festival","1633 H","1559 R",0,4,5,"Porcelain Doll",129.174983610828,"medium"
"1827","2236-P",40,267.330222259276,"RCWAH","Nottingham","New York","France","Local Pumpkin Festival","1311 M","1241 T",237,303,-6,"White Pumpkin",121.238196035953,"medium"
"1828","2411-P",84,276.905110312998,"SLEUB","Nottingham","Florida","USA","Regional Pumpkin Festival","1708 Z","1182 K",219,253,1,"Porcelain Doll",125.580548894784,"medium"
"1829","2684-P",100,269.79966837354,"TFDYB","Nottingham","New York","USA","National Pumpkin Festival","1654 R","1600 B",221,250,14,"Hooligan",122.358126246503,"medium"
"1830","2564-P",39,273.484771822579,"BGRAJ","Nottingham","Florida","France","Local Pumpkin Festival","1271 I","1717 L",3,5,0,"Porcelain Doll",124.029374976226,"medium"
"1831","2961-P",10,266.435688439757,"OZEYZ","Paris","Florida","USA","Regional Pumpkin Festival","1254 D","1743 H",4,1,-1,"Lady Godiva",120.832511764062,"medium"
"1832","2781-P",100,273.389811896719,"NITMU","Los Angeles","California","UK","Regional Pumpkin Festival","1814 O","1625 Q",1,-1,-2,"White Pumpkin",123.986309250213,"medium"
"1833","2928-P",41,251.913614844903,"EPJQT","Paris","California","USA","Regional Pumpkin Festival","1033 B","1358 Z",222,238,10,"White Pumpkin",114.246537344627,"medium"
"1834","2111-P",34,261.722393575124,"JHABB","Houston","Texas","France","Local Pumpkin Festival","1224 U","1229 F",222,272,-7,"White Pumpkin",118.694963072619,"medium"
"1835","2815-P",36,243.321431762539,"HQFBK","Houston","Florida","UK","Regional Pumpkin Festival","1381 A","1363 H",-2,0,-1,"Lady Godiva",110.349855674621,"medium"
"1836","2632-P",23,251.902463560924,"XYOBF","New York","Texas","UK","National Pumpkin Festival","1241 I","1204 C",-2,-4,3,"Hooligan",114.241480072981,"medium"
"1837","2074-P",4,238.316134942695,"MJYPU","New York","New York","UK","Regional Pumpkin Festival","1433 V","1439 I",236,294,-14,"White Pumpkin",108.079879792606,"medium"
"1838","2448-P",23,251.388337414712,"UVLLN","Los Angeles","New York","UK","Regional Pumpkin Festival","1023 R","1059 W",221,240,-4,"Porcelain Doll",114.008316287851,"medium"
"1839","2304-P",49,236.18399679102,"LZPBJ","Nottingham","California","UK","Regional Pumpkin Festival","1642 O","1777 N",214,220,6,"Porcelain Doll",107.112923714748,"medium"
"1840","2809-P",73,247.711004032008,"EWZOR","Los Angeles","Florida","France","Regional Pumpkin Festival","1410 B","1228 J",-3,-5,-4,"Porcelain Doll",112.340591397736,"medium"
"1841","2865-P",32,245.795327491127,"ATFDR","Nottingham","Texas","UK","Regional Pumpkin Festival","1301 X","1224 W",218,252,-6,"Hooligan",111.471803850851,"medium"
"1842","2281-P",58,226.589940084144,"GGVEK","Paris","Florida","UK","Regional Pumpkin Festival","1308 Q","1020 M",216,228,2,"Porcelain Doll",102.761877589181,"medium"
"1843","2788-P",64,216.797982773744,"DZIOW","Chicago","Florida","France","Local Pumpkin Festival","1491 S","1794 U",4,-3,-2,"Porcelain Doll",98.321080623013,"light"
"1844","2918-P",2,219.392203171737,"WTKPW","Nottingham","California","USA","Regional Pumpkin Festival","1862 A","1854 Q",204,193,16,"Hooligan",99.4975978103118,"light"
"1845","2856-P",39,220.51137856897,"XWKMG","Chicago","New York","USA","Regional Pumpkin Festival","1150 U","1311 L",2,-3,-2,"Porcelain Doll",100.005160348739,"medium"
"1846","2283-P",19,208.951626265608,"VBXOO","Paris","California","USA","National Pumpkin Festival","1992 S","1668 N",209,215,-1,"Porcelain Doll",94.7626422973278,"light"
"1847","2712-P",50,201.311208758503,"QYMMU","Houston","Texas","USA","National Pumpkin Festival","1084 R","1111 V",202,185,10,"Porcelain Doll",91.2976003439924,"light"
"1848","2071-P",28,195.074559754692,"PYMUJ","Nottingham","New York","USA","National Pumpkin Festival","1576 X","1938 B",206,211,-13,"Porcelain Doll",88.469188097366,"light"
"1849","2415-P",67,183.945962781087,"NOIOS","Chicago","Texas","UK","Local Pumpkin Festival","1847 C","1930 P",197,183,5,"Hooligan",83.4222053428964,"light"
"1850","2927-P",34,191.067463458516,"EOMNF","Chicago","New York","UK","Regional Pumpkin Festival","1673 W","1713 X",5,-5,-3,"Porcelain Doll",86.65191086554,"light"
"1851","2275-P",21,189.525515732728,"HGFNU","New York","New York","France","Regional Pumpkin Festival","1257 O","1853 J",214,220,-15,"Hooligan",85.9526148447746,"light"
"1852","2238-P",87,178.284004999138,"MOLNN","Houston","California","UK","National Pumpkin Festival","1327 P","1561 C",191,170,8,"Porcelain Doll",80.8544240358904,"light"
"1853","2382-P",3,181.355356609449,"OKAJV","New York","Texas","UK","National Pumpkin Festival","1158 O","1310 F",201,187,-7,"Lady Godiva",82.247327260521,"light"
"1854","2979-P",64,160.958470106125,"PACJW","Paris","New York","UK","Regional Pumpkin Festival","1886 U","1129 P",193,179,-1,"Hooligan",72.997038596882,"light"
"1855","2492-P",37,165.160316670313,"VNCSS","New York","California","USA","National Pumpkin Festival","1106 K","1148 S",189,165,-4,"White Pumpkin",74.9026379457204,"light"
"1856","2640-P",44,146.875599992462,"SAYWC","Houston","New York","USA","Local Pumpkin Festival","1631 T","1201 P",202,187,-13,"Hooligan",66.6102494296878,"light"
"1857","2275-P",15,153.432650127448,"WNKJT","New York","Florida","France","Regional Pumpkin Festival","1511 O","1218 Y",179,137,15,"White Pumpkin",69.5839683117679,"light"
"1858","2687-P",52,152.044707252644,"YGTJS","New York","Florida","USA","Regional Pumpkin Festival","1929 F","1180 T",149,87,77,"Porcelain Doll",68.9545157608363,"light"
"1859","2204-P",67,140.414843516052,"OENAP","Chicago","California","France","Regional Pumpkin Festival","1489 N","1902 P",0,-5,0,"Lady Godiva",63.6802011410666,"light"
"1860","2943-P",96,149.895700367168,"WNIYB","Houston","California","USA","National Pumpkin Festival","1272 E","1686 Z",187,148,-5,"Lady Godiva",67.9799094635681,"light"
"1861","2548-P",21,131.647991246544,"NSVTT","Chicago","New York","France","Regional Pumpkin Festival","1608 S","1911 Q",172,129,9,"White Pumpkin",59.7043044202013,"light"
"1862","2923-P",18,142.076771395281,"SDHXN","New York","Texas","France","National Pumpkin Festival","1946 O","1029 E",2,1,-1,"White Pumpkin",64.4339099298326,"light"
"1863","2444-P",37,132.914500002749,"QEHHQ","Nottingham","New York","France","National Pumpkin Festival","1847 Y","1197 O",173,126,-1,"Porcelain Doll",60.2786848085031,"light"
"1864","2729-P",11,122.665217896923,"NKVLC","Nottingham","Florida","UK","Local Pumpkin Festival","1666 I","1739 E",166,102,13,"White Pumpkin",55.6304843069947,"light"
"1865","2875-P",15,115.001691574231,"WYBFQ","Paris","California","USA","Local Pumpkin Festival","1439 G","1794 A",3,3,-5,"White Pumpkin",52.154962165184,"light"
"1866","2102-P",40,107.566393945366,"WHINA","Chicago","Texas","USA","Regional Pumpkin Festival","1064 C","1959 U",5,3,1,"White Pumpkin",48.7829450999393,"light"
"1867","2055-P",1,109.435907613486,"GPUBQ","New York","Texas","UK","Regional Pumpkin Festival","1942 K","1153 B",5,2,-2,"Porcelain Doll",49.6307971036218,"light"
"1868","2434-P",35,107.449658815004,"JLXLZ","Paris","California","USA","Regional Pumpkin Festival","1840 D","1943 N",155,96,8,"Lady Godiva",48.7300039977342,"light"
"1869","2937-P",26,88.6173511222005,"NERGL","New York","California","France","Local Pumpkin Festival","1327 A","1718 J",169,118,-13,"Hooligan",40.1892748853517,"light"
"1870","2166-P",16,80.6522481748834,"PEZTJ","Houston","Florida","UK","National Pumpkin Festival","1817 J","1601 A",1,-1,4,"Hooligan",36.5769832992669,"light"
"1871","2346-P",19,88.114953044802,"LFXJB","Nottingham","California","UK","Local Pumpkin Festival","1694 A","1049 E",148,83,5,"Hooligan",39.9614299522911,"light"
"1872","2385-P",48,85.7448070300743,"UYKXI","Los Angeles","Texas","France","Regional Pumpkin Festival","1537 W","1475 V",4,-2,4,"Hooligan",38.8865338004872,"light"
"1873","2262-P",90,82.8252540551126,"GVFLK","Los Angeles","New York","USA","Regional Pumpkin Festival","1090 F","1706 K",4,5,-1,"Porcelain Doll",37.5624734943821,"light"
"1874","2495-P",70,77.6747538385913,"XRPVZ","Los Angeles","California","France","Regional Pumpkin Festival","1220 T","1101 P",-5,2,-4,"Lady Godiva",35.2266457317874,"light"
"1875","2230-P",80,62.0184152023867,"VNRLI","Nottingham","Texas","UK","Regional Pumpkin Festival","1199 S","1210 U",144,78,-15,"Porcelain Doll",28.1262653979078,"light"
"1876","2924-P",82,75.8543288493529,"SYLNQ","Nottingham","California","UK","National Pumpkin Festival","1594 E","1828 J",5,-2,5,"Lady Godiva",34.401056167507,"light"
"1877","2468-P",54,74.5330978851765,"KUWRX","Houston","Texas","France","National Pumpkin Festival","1565 B","1812 P",-5,4,-3,"Lady Godiva",33.8018584513272,"light"
"1878","2370-P",8,60.722818332538,"XKUCI","Nottingham","California","France","National Pumpkin Festival","1228 J","1779 T",-3,-4,4,"White Pumpkin",27.5386931213324,"light"
"1879","2796-P",45,55.4903065385297,"IQSHZ","Paris","New York","UK","National Pumpkin Festival","1621 X","1130 L",137,61,-7,"Porcelain Doll",25.1656718995599,"light"
"1880","2952-P",32,64.8523090127856,"FSCWT","Paris","New York","France","Local Pumpkin Festival","1838 M","1299 F",134,55,-5,"Porcelain Doll",29.4114780103336,"light"
"1881","2097-P",59,57.318054260686,"MJYSJ","Nottingham","Texas","USA","Regional Pumpkin Festival","1908 P","1361 Y",133,65,-6,"White Pumpkin",25.9945824311501,"light"
"1882","2757-P",95,49.4883517827839,"FPBXI","Houston","California","UK","Regional Pumpkin Festival","1530 R","1269 G",-2,-1,-1,"Lady Godiva",22.4436969536435,"light"
"1883","2741-P",16,45.3124888576567,"GANOJ","Chicago","Texas","UK","Regional Pumpkin Festival","1854 Z","1855 A",3,0,-5,"Lady Godiva",20.5498815680983,"light"
"1884","2630-P",39,43.2961853956804,"EFMRQ","Chicago","Texas","USA","Local Pumpkin Festival","1516 W","1439 Y",114,37,-12,"Porcelain Doll",19.6354582293335,"light"
"1885","2922-P",8,29.8358807854354,"YRKNV","Chicago","New York","France","National Pumpkin Festival","1000 V","1557 M",-4,-5,5,"White Pumpkin",13.531011694075,"light"
"1886","2259-P",100,23.7336800945923,"NLIIE","Los Angeles","Florida","UK","Regional Pumpkin Festival","1247 F","1625 Q",3,-1,4,"Hooligan",10.7635737390441,"light"
"1887","2056-P",68,17.481081542559,"YSPPF","New York","Florida","France","Local Pumpkin Festival","1933 G","1470 A",3,4,-2,"Porcelain Doll",7.92792813721495,"light"
"1888","2050-P",68,1.58384027797729,"TKTOW","Chicago","New York","France","Local Pumpkin Festival","1813 E","1288 H",-2,2,-3,"Porcelain Doll",0.718294910647296,"light"
"1889","2155-P",39,-0.193895363248885,"ZPPTX","New York","California","USA","Local Pumpkin Festival","1975 H","1673 C",-1,-3,1,"Lady Godiva",-0.087934405101535,"light"
"1890","2731-P",100,1376.42419674899,"BJXQY","Paris","Florida","USA","National Pumpkin Festival","1978 Y","1544 H",387,1282,9,"Lady Godiva",624.22866065714,"heavy"
"1891","2843-P",63,1330.40606316645,"EWQNC","Houston","New York","USA","National Pumpkin Festival","1585 N","1483 T",372,1156,13,"Lady Godiva",603.358758805645,"heavy"
"1892","2470-P",40,1204.11205470283,"MXPNJ","Chicago","Florida","France","Regional Pumpkin Festival","1951 P","1416 M",387,1276,-4,"White Pumpkin",546.082564491078,"heavy"
"1893","2667-P",92,1107.08157254569,"MGXCN","Paris","Florida","USA","National Pumpkin Festival","1060 F","1346 T",372,1171,-9,"Lady Godiva",502.077810678318,"heavy"
"1894","2156-P",27,1086.2410883313,"ZGZMT","Chicago","New York","France","National Pumpkin Festival","1115 M","1533 N",359,1079,1,"Lady Godiva",492.626343914424,"medium"
"1895","2327-P",57,670.910864597186,"EFOYZ","Los Angeles","Texas","UK","Regional Pumpkin Festival","1730 D","1348 S",326,771,-18,"Hooligan",304.267965803713,"medium"
"1896","2212-P",30,634.021588908136,"LKNML","Nottingham","Texas","France","National Pumpkin Festival","1365 K","1255 C",335,831,-21,"Hooligan",287.538135559245,"medium"
"1897","2278-P",48,2174.38228340447,"EEXEU","Houston","Florida","France","National Pumpkin Festival","1207 X","1602 Y",473,2097,8,"Lady Godiva",986.11441424239,"heavy"
"1898","2115-P",96,2167.04114115257,"QOVXW","Paris","Florida","USA","Regional Pumpkin Festival","1366 Y","1956 O",487,2243,-7,"Lady Godiva",982.785098028376,"heavy"
"1899","2869-P",39,2093.47586511262,"XDKYY","Chicago","New York","USA","Regional Pumpkin Festival","1928 V","1842 C",457,1948,2,"White Pumpkin",949.422161048806,"heavy"
"1900","2814-P",82,2043.2896532584,"CPEDJ","Houston","Texas","UK","Local Pumpkin Festival","1495 W","1294 I",440,1797,17,"Hooligan",926.661974266847,"heavy"
"1901","2589-P",81,2019.10933806654,"GDQCM","Paris","New York","UK","Regional Pumpkin Festival","1969 Y","1408 O",463,2012,-1,"Porcelain Doll",915.695844928136,"heavy"
"1902","2729-P",72,1966.6824168507,"BDRTO","Houston","Florida","France","National Pumpkin Festival","1579 I","1732 G",440,1802,7,"Hooligan",891.919463424354,"heavy"
"1903","2510-P",69,1944.38390509877,"BKNMN","Paris","New York","France","Local Pumpkin Festival","1304 R","1622 K",434,1755,14,"Hooligan",881.806759681983,"heavy"
"1904","2492-P",31,1935.59934391174,"NOYRJ","Nottingham","California","USA","National Pumpkin Festival","1506 T","1565 J",434,1746,16,"Hooligan",877.822831706007,"heavy"
"1905","2156-P",57,1906.88965015579,"KTYAT","Paris","California","France","Local Pumpkin Festival","1045 S","1863 R",449,1831,3,"Hooligan",864.80256242893,"heavy"
"1906","2714-P",97,1901.22456252761,"RDEWA","Houston","Florida","UK","Regional Pumpkin Festival","1876 Z","1246 V",426,1706,10,"Lady Godiva",862.233361690527,"heavy"
"1907","2107-P",77,1849.53887848742,"KYMPW","Nottingham","Texas","France","National Pumpkin Festival","1473 D","1164 J",446,1838,-3,"Porcelain Doll",838.793142171167,"heavy"
"1908","2578-P",9,1842.60228559934,"CCKCM","Chicago","California","UK","Regional Pumpkin Festival","1549 S","1459 B",442,1800,7,"Lady Godiva",835.647295056388,"heavy"
"1909","2342-P",26,1803.13650452532,"ONYNO","Houston","Texas","France","Local Pumpkin Festival","1497 E","1149 S",423,1604,9,"Hooligan",817.748981644135,"heavy"
"1910","2577-P",80,1812.1963073276,"DSGTI","Nottingham","California","UK","National Pumpkin Festival","1756 I","1797 L",426,1669,6,"Hooligan",821.857735749478,"heavy"
